County #,County Name,District #,District Name,2004-2005 ADA,2005-2006 ADA,2006-2007 ADA,2007-2008 ADA,2008-2009 ADA,2009-2010 ADA,2010-2011 ADA,2011-2012 ADA,2012-2013 ADA,2013-2014 ADA,2014-2015 ADA,2015-2016 ADA,2016-2017 ADA,2017-2018 ADA,2018-2019 ADA,2019-2020 ADA,2020-2021 ADA
57,DALLAS COUNTY,57830,INSPIRED VISION ACADEMY,496.28,480.14,533.81,604.77,811.62,892.33,870.46,885.4,906.94,1009.59,1016.16,1041.37,1051.18,1224.9,1250.92,1138.9,1124.281
57,DALLAS COUNTY,57831,GATEWAY CHARTER ACADEMY,406.36,474.8,516.37,572.57,635.41,712.59,724.46,736.67,721.92,707.58,670.2,641.78,510.39,583.61,604.42,612.25,625.417
57,DALLAS COUNTY,57832,ALPHA CHARTER SCHOOL,198.42,200.55,239.85,195.11,199.68,174.75,149.43,130.23,118.68,117.74,140.7,126.37,,,,,
57,DALLAS COUNTY,57833,EDUCATION CENTER INTERNATIONAL ACA,87.93,106.0,84.95,132.39,133.4,188.9,203.78,195.59,134.22,343.58,382.03,363.15,456.33,516.24,554.92,554.91,555.186
57,DALLAS COUNTY,57834,EVOLUTION ACADEMY CHARTER SCHOOL,240.35,245.6,259.33,276.48,292.83,279.12,273.09,357.86,343.13,445.89,555.43,584.96,570.07,517.6,511.68,423.37,511.989
57,DALLAS COUNTY,57835,GOLDEN RULE CHARTER SCHOOL,257.62,288.97,416.79,494.23,502.6,602.73,666.98,770.65,932.2,1060.16,1222.14,1232.35,1226.02,1198.38,1297.91,1271.8,1358.708
57,DALLAS COUNTY,57836,ST ANTHONY SCHOOL,185.36,185.87,216.94,219.5,235.29,278.47,277.06,300.88,295.27,300.44,300.07,304.59,301.28,320.07,297.44,283.39,310.707
57,DALLAS COUNTY,57837,KIPP DALLAS-FORT WORTH,85.21,127.68,159.11,185.64,207.95,253.85,284.12,320.04,343.47,505.22,677.59,1113.03,1773.72,2197.54,,,
57,DALLAS COUNTY,57838,UPLIFT EDUCATION - PEAK PREPARATOR,,110.35,308.99,854.29,739.06,865.76,1053.04,1335.97,1504.63,1860.48,2621.41,,,,,,
57,DALLAS COUNTY,57839,LA ACADEMIA DE ESTRELLAS,,,167.83,255.55,327.6,340.27,461.24,596.85,785.94,887.77,885.13,954.48,914.12,921.21,925.62,890.79,880.763
57,DALLAS COUNTY,57840,RICHLAND COLLEGIATE HIGH SCHOOL,,,156.96,302.88,319.58,355.76,379.73,409.88,436.63,448.01,436.47,514.13,571.52,602.74,584.5,507.89,468.828
57,DALLAS COUNTY,57841,CITYSCAPE SCHOOLS,,,,0.0,69.3,107.49,144.71,164.44,152.81,157.7,293.9,414.76,504.17,632.01,743.59,903.7,1049.224
57,DALLAS COUNTY,57842,UPLIFT EDUCATION - WILLIAMS PREPAR,,,,,425.18,627.2,877.57,1228.55,1501.84,2229.59,2641.16,,,,,,
57,DALLAS COUNTY,57843,UPLIFT EDUCATION - HAMPTON PREPARA,,,,,331.49,458.66,661.68,679.03,743.55,891.75,1123.97,,,,,,
57,DALLAS COUNTY,57844,MANARA ACADEMY,,,,,,238.1,341.72,391.88,432.99,481.3,649.77,819.72,874.67,839.57,810.71,671.73,598.26
57,DALLAS COUNTY,57845,UME PREPARATORY ACADEMY,,,,,,,,,291.66,356.33,384.32,400.94,598.27,749.14,804.93,1140.43,1378.546
57,DALLAS COUNTY,57846,LEGACY PREPARATORY,,,,,,,,,783.91,933.46,1158.73,1114.9,1271.9,1308.11,1328.6,1452.8,1463.008
57,DALLAS COUNTY,57847,VILLAGE TECH SCHOOLS,,,,,,,,,,587.77,679.32,686.21,764.25,854.62,1007.21,1088.31,1209.566
57,DALLAS COUNTY,57848,INTERNATIONAL LEADERSHIP OF TEXAS,,,,,,,,,,2440.87,4427.4,4812.11,9914.78,15247.94,17643.94,17900.48,19932.914
57,DALLAS COUNTY,57849,TRINITY ENVIRONMENTAL ACADEMY,,,,,,,,,,,,128.26,210.89,275.54,,,
57,DALLAS COUNTY,57850,PIONEER TECHNOLOGY & ARTS ACADEMY,,,,,,,,,,,,,96.59,284.14,586.25,1175.75,1642.285
57,DALLAS COUNTY,57851,BRIDGEWAY PREPARATORY ACADEMY,,,,,,,,,,,,,,,15.51,52.79,71.482
57,DALLAS COUNTY,57903,CARROLLTON-FARMERS BRANCH ISD,24213.02,24444.8,24429.48,24419.63,24344.84,24067.66,24456.71,24641.54,24552.44,24576.22,24503.4,24066.98,23672.63,23425.8,23564.44,23141.23,23073.483
57,DALLAS COUNTY,57904,CEDAR HILL ISD,7260.77,7535.33,7389.7,7442.35,7644.79,7735.72,7697.53,7624.17,7712.47,7404.26,7435.11,7574.18,7414.43,7385.61,7291.94,6910.42,6898.05
57,DALLAS COUNTY,57905,DALLAS ISD,145956.56,147384.37,145748.69,144833.21,144347.43,143704.36,141899.5,144913.79,146173.08,146969.23,147633.82,145694.12,144697.61,142447.91,140389.35,124971.41,134553.386
57,DALLAS COUNTY,57906,DESOTO ISD,7551.49,7897.6,8116.87,8294.67,8433.2,8536.57,8572.04,8381.3,8387.26,8819.64,8994.5,9116.3,9136.55,8971.1,8666.88,7726.56,7455.401
57,DALLAS COUNTY,57907,DUNCANVILLE ISD,11117.61,11432.15,11509.59,11591.54,11821.53,11986.13,12058.32,12320.7,12445.81,12241.28,12162.78,11981.64,11864.21,11859.15,11627.3,10933.85,11043.476
57,DALLAS COUNTY,57909,GARLAND ISD,51631.94,52835.77,53121.7,53268.0,53793.47,54142.87,54375.42,54534.61,54441.59,54249.27,54043.84,54000.98,53555.41,52863.94,52153.34,50446.41,51169.94
57,DALLAS COUNTY,57910,GRAND PRAIRIE ISD,21226.63,22149.13,22798.19,23407.3,23940.54,24240.37,24581.31,24838.54,24948.91,25840.03,26420.73,27097.44,26954.53,26813.04,26647.37,25767.63,25937.717
57,DALLAS COUNTY,57911,HIGHLAND PARK ISD,5943.81,6013.87,6046.34,6069.1,6098.34,6214.89,6454.17,6565.43,6625.9,6806.32,6826.57,6824.76,6791.54,6685.85,6516.32,6549.9,6458.861
57,DALLAS COUNTY,57912,IRVING ISD,29290.24,29846.19,29936.89,30046.04,30487.34,30967.74,31489.46,32068.53,32335.78,32633.29,32554.71,32395.13,32275.39,31581.86,31213.92,30133.92,30249.473
57,DALLAS COUNTY,57913,LANCASTER ISD,4893.78,5337.76,5649.54,5727.72,5570.85,5637.28,5745.81,5707.97,5984.99,6262.44,6531.57,6695.13,6986.57,6657.65,6658.42,6661.61,6685.836
57,DALLAS COUNTY,57914,MESQUITE ISD,32876.86,33558.75,33989.94,34572.29,35041.45,35393.15,35907.95,36396.15,37028.66,37742.56,38140.39,38741.51,38786.32,38362.94,37816.44,35827.83,36188.407
57,DALLAS COUNTY,57916,RICHARDSON ISD,31771.13,32323.04,31570.4,31795.56,32103.41,32463.12,33667.98,34744.32,35463.29,35761.6,36048.86,36182.4,36587.65,36522.08,36357.51,35628.29,36014.049
57,DALLAS COUNTY,57919,SUNNYVALE ISD,439.8,514.07,525.61,658.51,797.89,973.29,1106.05,1180.46,1244.91,1326.46,1469.5,1581.03,1682.79,1726.77,1813.33,1882.47,1986.363
57,DALLAS COUNTY,57920,WILMER-HUTCHINS ISD,2615.06,1810.0,,,,,,,,,,,,,,,
57,DALLAS COUNTY,57922,COPPELL ISD,9630.54,9755.36,9535.69,9525.96,9495.59,9576.15,9814.95,10251.59,10620.12,10935.38,11152.24,11470.04,11884.76,12049.29,12342.01,12583.31,12865.396
57,DALLAS COUNTY,57950,REG X EDUCATION SERVICE CENTER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,DAWSON COUNTY,58902,DAWSON ISD,144.53,163.3,157.01,159.07,154.6,147.94,141.45,135.19,141.7,154.29,153.57,162.83,156.16,122.32,100.76,128.76,134.133
58,DAWSON COUNTY,58905,KLONDIKE ISD,185.51,179.6,165.72,165.07,176.64,196.36,218.57,228.01,223.15,235.32,225.92,244.54,234.13,231.96,235.34,239.75,241.393
58,DAWSON COUNTY,58906,LAMESA ISD,1916.36,1909.5,1861.18,1830.27,1787.17,1758.35,1722.03,1724.4,1790.31,1825.83,1851.08,1821.29,1777.6,1725.75,1684.73,1569.8,1534.102
58,DAWSON COUNTY,58909,SANDS CISD,204.13,197.62,189.73,198.65,209.3,205.42,217.9,209.19,202.21,195.58,223.84,237.38,216.29,226.82,235.12,242.94,253.546
59,DEAF SMITH COUNTY,59901,HEREFORD ISD,3700.44,3728.56,3803.94,3841.45,3789.94,3892.67,3934.78,3956.15,3900.51,3884.45,3883.53,3911.88,3855.99,3835.62,3762.5,3529.63,3501.571
59,DEAF SMITH COUNTY,59902,WALCOTT ISD,157.89,154.23,148.29,142.87,140.77,136.2,119.2,122.62,122.55,132.2,125.89,122.22,122.36,108.12,134.13,124.76,131.392
60,DELTA COUNTY,60902,COOPER ISD,839.62,833.18,823.55,787.31,800.54,776.73,758.83,732.09,731.69,737.64,754.74,749.51,751.5,754.81,747.43,713.44,752.719
60,DELTA COUNTY,60914,FANNINDEL ISD,191.74,168.92,161.82,162.45,174.06,174.73,168.23,172.74,174.5,173.67,159.24,156.33,155.23,157.85,144.23,104.47,143.114
61,DENTON COUNTY,61501,UNIVERSITY OF NORTH TEXAS,359.48,358.97,362.49,372.39,362.49,349.4,362.49,355.71,326.3,353.79,356.85,379.45,360.93,372.32,363.25,363.19,358.801
61,DENTON COUNTY,61801,L O V E-LIFE'S OUTREACH VOCATIONAL,0.0,,0.0,,,,,,,,,,,,,,
61,DENTON COUNTY,61802,NORTH TEXAS COLLEGIATE ACADEMY,264.69,282.39,316.37,614.1,722.66,716.87,612.87,540.13,577.42,616.67,432.08,363.09,327.87,424.86,471.5,538.79,547.858
61,DENTON COUNTY,61803,THE LEGENDS ACADEMY,,,,,0.0,30.69,58.12,64.02,,,,,,,,,
61,DENTON COUNTY,61804,LEADERSHIP PREP SCHOOL,,,,,,,,244.28,343.25,414.36,505.63,579.27,851.07,1046.5,1190.85,1222.16,1320.694
61,DENTON COUNTY,61805,TRIVIUM ACADEMY,,,,,,,,,,,,,338.02,502.22,577.68,571.1,596.952
61,DENTON COUNTY,61901,DENTON ISD,15694.08,17111.84,18403.28,19536.76,20659.34,21299.42,22435.69,23325.89,24069.13,24622.27,25255.04,25747.62,26773.02,27543.75,28317.05,28825.67,29038.485
61,DENTON COUNTY,61902,LEWISVILLE ISD,43333.6,45162.26,46476.55,46923.76,47581.76,48103.91,48876.52,49222.9,49611.81,49897.55,50372.71,50489.65,50143.92,49227.91,48945.87,48423.69,46852.696
61,DENTON COUNTY,61903,PILOT POINT ISD,1465.9,1447.27,1398.03,1397.38,1394.94,1414.01,1451.47,1438.43,1398.52,1326.51,1309.77,1306.12,1280.7,1297.06,1306.12,1258.05,1251.305
61,DENTON COUNTY,61905,KRUM ISD,1223.17,1288.42,1345.52,1409.45,1465.79,1518.15,1607.43,1698.98,1791.04,1907.14,1969.7,1957.17,1991.48,2001.6,1928.14,1938.73,1981.833
61,DENTON COUNTY,61906,PONDER ISD,873.96,941.31,999.27,1054.71,1123.54,1148.71,1157.23,1188.69,1177.53,1193.55,1212.1,1209.81,1269.17,1344.68,1457.11,1463.57,1544.475
61,DENTON COUNTY,61907,AUBREY ISD,1160.25,1272.29,1417.87,1547.85,1601.88,1671.66,1784.14,1803.59,1859.88,1936.78,2071.14,2166.25,2249.29,2316.9,2316.99,2439.47,2557.985
61,DENTON COUNTY,61908,SANGER ISD,2069.61,2255.15,2350.0,2390.69,2473.39,2428.89,2438.51,2462.15,2513.08,2511.92,2504.54,2527.19,2547.56,2554.44,2574.12,2412.18,2412.531
61,DENTON COUNTY,61910,ARGYLE ISD,1431.8,1554.07,1615.85,1658.14,1657.29,1688.0,1737.18,1722.65,1781.21,1854.74,1966.79,2136.9,2327.12,2558.42,2935.93,3342.14,3800.838
61,DENTON COUNTY,61911,NORTHWEST ISD,7202.21,8345.97,9907.63,11174.01,12317.62,13292.89,14588.58,15763.49,16862.03,18087.47,18887.86,19954.3,21010.11,21870.23,22929.67,23622.22,24592.343
61,DENTON COUNTY,61912,LAKE DALLAS ISD,3560.6,3714.04,3750.42,3771.35,3859.59,3851.61,3876.86,3845.1,3787.7,3744.82,3803.51,3767.32,3750.28,3751.22,3802.64,3726.79,3661.214
61,DENTON COUNTY,61914,LITTLE ELM ISD,3815.29,4308.98,4808.54,5063.74,5446.52,5624.99,5852.27,5990.64,6034.92,6237.57,6511.22,6729.28,6956.45,7109.49,7358.73,7545.3,7752.638
62,DEWITT COUNTY,62901,CUERO ISD,1836.99,1801.92,1802.7,1749.63,1753.46,1730.29,1736.59,1795.08,1883.23,1919.88,1962.37,1978.41,1888.91,1884.38,1830.42,1774.33,1750.103
62,DEWITT COUNTY,62902,NORDHEIM ISD,82.49,71.49,68.73,73.31,83.52,85.9,98.72,121.96,129.22,155.01,150.62,144.14,136.1,145.44,137.61,130.29,1.0
62,DEWITT COUNTY,62903,YOAKUM ISD,1479.08,1466.15,1435.72,1433.57,1410.33,1434.88,1474.34,1487.83,1491.06,1495.56,1511.25,1511.61,1471.83,1474.66,1477.03,1357.44,1337.377
62,DEWITT COUNTY,62904,YORKTOWN ISD,656.92,635.96,629.97,602.26,551.67,533.74,509.54,512.39,477.22,478.19,470.39,483.59,476.22,489.82,502.34,507.05,475.929
62,DEWITT COUNTY,62905,WESTHOFF ISD,50.88,49.25,46.73,43.51,40.08,37.92,39.48,58.05,61.74,61.47,57.52,60.32,61.01,67.87,82.71,71.3,1.0
62,DEWITT COUNTY,62906,MEYERSVILLE ISD,148.84,144.09,132.78,121.27,142.5,159.71,151.47,147.45,119.76,108.52,97.77,96.02,104.7,109.63,117.81,129.22,151.236
63,DICKENS COUNTY,63903,SPUR ISD,251.72,242.59,257.62,257.39,252.95,271.94,273.33,255.97,257.75,252.46,244.4,253.45,255.83,237.89,224.78,225.26,222.759
63,DICKENS COUNTY,63906,PATTON SPRINGS ISD,127.85,123.77,114.7,106.86,90.41,92.3,83.97,88.08,96.39,96.19,92.66,103.39,95.27,89.75,90.01,91.73,83.595
64,DIMMIT COUNTY,64903,CARRIZO SPRINGS CISD,2231.49,2224.73,2221.38,2141.19,2091.28,2109.09,2138.9,2148.6,2204.06,2259.92,2245.35,2132.07,2026.19,2030.5,2014.8,1848.79,1850.082
65,DONLEY COUNTY,65901,CLARENDON ISD,479.76,478.2,470.19,464.17,472.73,482.86,471.9,447.07,429.01,429.12,442.89,445.03,439.23,431.77,415.28,395.54,391.706
65,DONLEY COUNTY,65902,HEDLEY ISD,175.2,179.83,172.9,164.16,146.87,137.68,121.62,113.26,110.34,107.41,106.76,119.85,108.63,99.05,103.98,104.93,112.066
66,DUVAL COUNTY,66005,RAMIREZ CSD,40.71,47.94,46.09,37.42,36.09,32.25,33.23,32.23,26.11,23.09,32.05,29.72,24.32,25.8,22.87,29.61,36.587
66,DUVAL COUNTY,66901,BENAVIDES ISD,428.82,411.1,410.71,392.63,381.11,368.39,356.97,336.83,330.96,334.29,325.41,329.57,333.66,297.39,293.84,251.32,221.769
66,DUVAL COUNTY,66902,SAN DIEGO ISD,1377.23,1333.3,1262.29,1228.91,1209.88,1200.56,1208.36,1159.8,1191.41,1190.79,1231.01,1244.24,1244.45,1298.41,1293.62,1233.87,1350.394
66,DUVAL COUNTY,66903,FREER ISD,808.16,798.24,767.51,736.53,743.94,758.33,769.32,774.71,734.08,729.27,699.11,729.28,731.58,702.3,710.32,680.54,692.092
67,EASTLAND COUNTY,67902,CISCO ISD,792.72,793.09,823.99,802.78,795.53,792.31,773.87,798.31,822.76,833.14,815.69,832.54,838.86,799.41,814.55,766.7,775.932
67,EASTLAND COUNTY,67903,EASTLAND ISD,1101.5,1079.57,1083.65,1085.22,1121.27,1084.82,1058.89,1078.01,1053.05,1020.24,1027.2,1025.06,1037.81,1081.09,1040.04,991.03,982.168
67,EASTLAND COUNTY,67904,GORMAN ISD,371.75,359.89,335.04,346.52,347.95,336.64,320.48,292.98,305.17,281.91,295.67,296.58,312.44,276.98,276.56,271.02,257.474
67,EASTLAND COUNTY,67907,RANGER ISD,444.58,424.74,441.24,421.83,404.62,425.37,437.11,428.97,417.09,432.95,415.95,379.31,338.27,310.4,324.4,311.2,303.915
67,EASTLAND COUNTY,67908,RISING STAR ISD,242.87,235.12,222.81,213.81,209.89,206.82,199.89,183.26,181.11,170.0,154.38,147.41,135.37,147.88,153.48,147.98,162.979
68,ECTOR COUNTY,68801,RICHARD MILBURN ACADEMY (ECTOR COU,142.06,130.57,153.43,141.66,401.75,424.15,449.05,577.14,541.83,652.31,,,,,,,
68,ECTOR COUNTY,68802,COMPASS ACADEMY CHARTER SCHOOL,,,,,,,,232.35,348.99,450.32,546.67,647.47,754.19,972.0,1062.64,1180.03,1278.398
68,ECTOR COUNTY,68803,UTPB STEM ACADEMY,,,,,,,,,,,273.98,284.68,545.19,612.56,686.38,721.6,782.924
68,ECTOR COUNTY,68901,ECTOR COUNTY ISD,24007.37,23932.75,24147.22,24264.07,24878.12,24969.04,25546.44,25927.31,26870.23,28092.26,29008.87,29034.86,28757.87,29127.05,29826.61,29753.59,28559.624
69,EDWARDS COUNTY,69901,ROCKSPRINGS ISD,341.03,330.15,325.83,325.16,316.01,294.39,276.35,262.97,247.56,253.88,236.79,245.94,269.82,283.15,272.6,269.57,246.439
69,EDWARDS COUNTY,69902,NUECES CANYON CISD,314.29,304.26,299.63,286.44,270.9,270.84,265.99,265.01,255.08,267.67,277.53,273.25,254.26,248.81,254.45,243.57,243.366
70,ELLIS COUNTY,70801,WAXAHACHIE FAITH FAMILY ACADEMY,326.31,238.06,242.56,224.68,234.28,245.57,202.25,327.8,350.77,348.17,414.18,2297.44,2251.66,2294.64,2360.51,2254.24,2415.426
70,ELLIS COUNTY,70901,AVALON ISD,207.49,210.98,224.05,245.78,275.95,281.11,282.35,266.28,285.93,304.9,328.54,335.84,354.82,352.27,448.02,321.49,304.672
70,ELLIS COUNTY,70903,ENNIS ISD,5123.72,5223.92,5211.06,5237.29,5388.46,5400.24,5417.76,5393.9,5339.72,5342.7,5352.62,5362.74,5382.89,5373.79,5331.47,5273.82,5231.124
70,ELLIS COUNTY,70905,FERRIS ISD,2018.86,2034.4,2112.94,2161.55,2232.4,2247.12,2253.8,2237.76,2232.11,2263.29,2284.17,2319.52,2368.37,2445.48,2448.27,2382.63,2337.013
70,ELLIS COUNTY,70907,ITALY ISD,620.97,621.68,597.75,579.93,584.3,591.63,565.15,529.73,500.5,484.83,516.68,521.5,521.65,568.65,560.04,581.78,580.324
70,ELLIS COUNTY,70908,MIDLOTHIAN ISD,5454.34,5851.82,6214.62,6510.64,6810.69,6982.84,7192.98,7201.38,7222.26,7431.72,7557.35,7779.21,8098.36,8463.7,8966.1,9296.3,9594.991
70,ELLIS COUNTY,70909,MILFORD ISD,203.97,200.59,192.87,210.91,216.64,233.08,233.46,203.96,216.11,220.5,225.21,237.97,243.94,247.68,243.65,224.35,222.237
70,ELLIS COUNTY,70910,PALMER ISD,1049.0,1049.77,1043.9,1058.11,1053.5,1046.5,1041.69,1023.31,1032.37,1080.8,1074.59,1095.7,1122.44,1155.4,1147.63,1166.59,1162.545
70,ELLIS COUNTY,70911,RED OAK ISD,4581.21,4798.31,4857.08,4870.4,5038.09,5099.71,5234.01,5273.11,5346.7,5344.53,5352.44,5549.14,5478.92,5506.47,5597.37,5706.52,5738.013
70,ELLIS COUNTY,70912,WAXAHACHIE ISD,5625.91,5871.76,5919.11,6102.28,6242.36,6542.33,6951.79,7092.73,7186.5,7350.54,7534.44,7719.84,7977.24,8045.14,8428.55,8801.38,9210.186
70,ELLIS COUNTY,70915,MAYPEARL ISD,917.37,919.85,964.2,958.8,1037.95,1035.06,1005.7,986.45,959.92,985.4,1000.8,1020.18,1062.01,1105.79,1092.03,1042.92,1082.25
71,EL PASO COUNTY,71801,BURNHAM WOOD CHARTER SCHOOL DISTRI,199.45,255.28,407.43,531.74,635.16,746.69,836.9,836.46,818.84,872.74,938.32,982.97,916.44,803.31,828.41,960.9,1130.274
71,EL PASO COUNTY,71803,TRIUMPH PUBLIC HIGH SCHOOLS-EL PAS,192.44,186.83,325.41,253.43,208.87,310.94,313.22,246.83,244.45,276.79,265.3,210.17,207.4,191.02,197.3,173.91,164.211
71,EL PASO COUNTY,71804,EL PASO ACADEMY,433.76,389.38,408.66,412.85,403.89,384.59,369.17,344.95,380.35,350.46,379.15,299.32,321.85,336.09,286.02,263.42,247.139
71,EL PASO COUNTY,71805,EL PASO SCHOOL OF EXCELLENCE,433.11,357.96,391.78,354.86,320.23,163.96,0.0,,,,,,,,,,
71,EL PASO COUNTY,71806,HARMONY PUBLIC SCHOOLS - WEST TEXA,,,309.25,439.81,560.48,995.22,1138.73,1649.0,2147.76,1652.86,2506.53,2571.37,3096.57,3250.52,3354.84,3313.77,3905.091
71,EL PASO COUNTY,71807,LA FE PREPARATORY SCHOOL,,,,68.3,98.3,123.94,164.55,186.5,234.39,245.4,225.46,231.58,232.56,230.17,205.82,177.48,173.609
71,EL PASO COUNTY,71808,SOMERSET CHARTER SCHOOL,,,,,,,,0.0,,,,,,,,,
71,EL PASO COUNTY,71809,VISTA DEL FUTURO CHARTER SCHOOL,,,,,0.0,0.0,109.08,128.78,172.59,242.75,321.38,346.86,341.7,320.64,318.13,270.38,235.161
71,EL PASO COUNTY,71810,EL PASO LEADERSHIP ACADEMY,,,,,,,,,,,71.11,175.82,231.22,180.94,197.16,195.92,195.647
71,EL PASO COUNTY,71901,CLINT ISD,8455.72,8758.29,9294.89,9725.28,10076.02,10382.65,10806.95,10933.94,10846.87,10944.87,10889.18,10797.27,10709.33,10623.86,10536.06,9908.32,10264.502
71,EL PASO COUNTY,71902,EL PASO ISD,58427.64,58769.13,57779.5,57147.65,57490.88,58198.9,59343.38,59168.1,58129.21,56894.29,56188.2,55438.61,54324.83,53151.58,51960.26,47158.57,46389.268
71,EL PASO COUNTY,71903,FABENS ISD,2550.53,2469.17,2406.75,2388.28,2331.27,2364.24,2342.18,2302.9,2263.59,2225.39,2226.32,2248.52,2172.66,2125.26,2089.01,1811.33,1931.782
71,EL PASO COUNTY,71904,SAN ELIZARIO ISD,3548.23,3523.79,3499.78,3508.06,3596.22,3664.49,3769.4,3786.68,3770.75,3788.76,3671.11,3621.46,3540.31,3421.37,3295.05,2858.84,2918.462
71,EL PASO COUNTY,71905,YSLETA ISD,42892.64,42808.9,42038.83,41598.91,41145.42,41117.08,41347.55,41001.92,40208.0,39862.08,39510.94,39223.36,38467.18,38003.2,37745.44,35413.63,36054.818
71,EL PASO COUNTY,71906,ANTHONY ISD,692.02,724.86,714.56,706.08,713.05,766.16,772.77,769.26,773.83,754.7,786.5,773.51,813.23,781.83,764.69,737.49,713.353
71,EL PASO COUNTY,71907,CANUTILLO ISD,4570.79,4821.46,5071.12,5210.84,5275.39,5403.24,5518.15,5575.23,5615.35,5586.22,5454.02,5555.39,5577.0,5784.06,5776.43,5619.44,5724.577
71,EL PASO COUNTY,71908,TORNILLO ISD,1107.08,1148.78,1137.09,1173.01,1179.55,1234.25,1247.43,1250.44,1254.72,1255.91,1189.11,1115.02,1060.32,1012.28,954.27,871.62,865.783
71,EL PASO COUNTY,71909,SOCORRO ISD,32138.07,34334.33,35698.15,36264.54,37150.62,38337.37,39603.86,40801.23,41338.85,41683.47,41859.78,42485.34,42887.59,43227.44,43248.46,42285.31,43921.289
71,EL PASO COUNTY,71950,REG XIX EDUCATION SERVICE CENTER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,ERATH COUNTY,72801,PREMIER HIGH SCHOOLS,59.31,62.74,70.26,154.79,205.21,167.49,161.45,3212.95,3139.57,2847.24,3022.09,4920.17,6395.64,5810.04,4327.6,4510.98,5565.554
72,ERATH COUNTY,72802,ERATH EXCELS ACADEMY INC,,,81.71,79.15,140.08,126.83,149.35,144.3,147.85,171.36,158.82,138.65,123.44,100.07,109.01,92.48,108.43
72,ERATH COUNTY,72901,THREE WAY ISD,52.8,59.09,56.82,53.71,45.14,48.73,60.09,54.86,46.77,57.62,72.3,85.39,102.47,123.51,144.47,163.45,200.63
72,ERATH COUNTY,72902,DUBLIN ISD,1236.4,1243.81,1202.3,1218.81,1213.42,1186.33,1152.78,1175.38,1107.57,1098.3,1089.46,1097.51,1086.26,1104.85,1084.19,980.94,996.317
72,ERATH COUNTY,72903,STEPHENVILLE ISD,3198.54,3281.38,3279.47,3264.14,3265.0,3317.31,3386.63,3360.5,3431.52,3463.17,3372.75,3451.29,3456.76,3406.81,3466.29,3502.4,3432.957
72,ERATH COUNTY,72904,BLUFF DALE ISD,69.42,74.26,71.4,86.45,90.13,100.42,90.47,100.32,104.28,97.65,95.42,96.38,94.4,167.87,208.6,196.2,209.202
72,ERATH COUNTY,72908,HUCKABAY ISD,191.64,189.09,191.55,183.63,181.82,183.25,186.25,191.22,154.14,159.36,180.43,199.39,199.48,213.53,215.82,224.33,254.96
72,ERATH COUNTY,72909,LINGLEVILLE ISD,242.55,234.81,202.34,196.43,197.12,204.38,214.4,214.63,221.98,215.5,215.63,237.03,250.09,258.3,257.48,254.15,259.546
72,ERATH COUNTY,72910,MORGAN MILL ISD,99.39,93.92,101.43,96.96,93.72,101.4,110.23,113.93,113.2,106.87,117.1,118.39,111.81,111.14,104.31,99.04,112.345
73,FALLS COUNTY,73901,CHILTON ISD,380.38,408.76,395.35,403.02,421.39,449.37,457.74,463.52,478.73,471.4,456.62,458.51,466.35,469.52,477.83,476.13,468.259
73,FALLS COUNTY,73903,MARLIN ISD,1291.73,1218.41,1155.6,1104.76,1074.12,1039.21,1001.87,964.34,907.72,880.34,848.45,763.97,790.68,754.42,793.44,753.8,720.938
73,FALLS COUNTY,73904,WESTPHALIA ISD,135.3,136.02,130.78,132.08,149.03,144.19,150.66,153.23,152.69,154.1,155.8,152.23,152.96,151.32,152.51,149.03,155.248
73,FALLS COUNTY,73905,ROSEBUD-LOTT ISD,855.2,840.66,808.3,760.57,751.23,726.82,697.45,676.17,629.9,587.07,579.76,595.5,585.69,587.86,610.64,599.83,623.353
73,FALLS COUNTY,73906,MARLIN ORIENTATION AND ASSESSMENT,406.0,414.0,351.93,0.0,,,,,,,,,,,,,
74,FANNIN COUNTY,74903,BONHAM ISD,1887.03,1872.83,1862.69,1875.56,1846.33,1786.32,1755.06,1771.84,1787.87,1794.17,1736.58,1698.01,1675.81,1686.2,1690.93,1641.86,1616.347
74,FANNIN COUNTY,74904,DODD CITY ISD,270.21,271.0,278.57,266.31,277.14,286.43,298.21,304.55,326.98,340.12,356.59,361.15,360.23,348.17,351.11,319.03,315.307
74,FANNIN COUNTY,74905,ECTOR ISD,252.33,258.95,248.98,251.04,246.0,243.99,254.04,229.31,245.7,247.05,245.09,235.67,234.17,227.59,245.53,247.64,251.444
74,FANNIN COUNTY,74907,HONEY GROVE ISD,617.68,611.52,631.8,604.0,578.55,569.67,561.29,543.84,532.59,551.68,559.27,556.26,566.71,580.75,598.54,591.69,555.444
74,FANNIN COUNTY,74909,LEONARD ISD,777.83,783.51,824.3,834.99,837.31,838.26,852.07,825.66,824.73,834.52,812.69,812.32,848.49,852.17,814.64,783.44,766.031
74,FANNIN COUNTY,74911,SAVOY ISD,302.43,299.11,295.73,282.72,293.86,292.36,287.36,269.93,250.54,250.85,264.93,282.83,266.56,294.21,296.99,301.42,301.085
74,FANNIN COUNTY,74912,TRENTON ISD,527.57,518.59,521.39,526.6,520.52,538.49,521.33,504.93,510.02,506.11,477.91,484.3,511.25,530.73,567.53,633.08,666.682
