County,County Name,District,District Name, 2004-2005 ADA, 2005-2006 ADA, 2006-2007 ADA,2007-2008 ADA,2008-2009 ADA, 2009-2010 ADA,2010-2011 ADA, 2011-2012 ADA, 2012-2013 ADA, 2013-2014 ADA, 2014-2015 ADA, 2015-2016 ADA, 2016-2017 ADA, 2017-2018 ADA, 2018-2019 ADA, 2019-2020 ADA, 2020-2021 ADA
057,DALLAS COUNTY,057820,RYLIE ACADEMY,700.42,,0.00,,,,,,,,,,,,,,
057,DALLAS COUNTY,057821,THE SCHOOL OF LIBERAL ARTS AND SCI,434.52,472.07,484.63,569.59,653.88,656.48,0.00,,,,,,,,,,
057,DALLAS COUNTY,057822,P O W E R,0.00,,0.00,,,,,,,,,,,,,,
057,DALLAS COUNTY,057823,EAGLE ACADEMY OF DALLAS,114.26,0.00,,,,,,,,,,,,,,,
057,DALLAS COUNTY,057825,HONORS ACADEMY,"1,251.15",714.96,803.40,744.12,834.59,921.05,941.46,919.67,610.14,0.00,,,,,,,
057,DALLAS COUNTY,057827,NOVA ACADEMY SOUTHEAST,233.31,228.21,242.80,248.89,256.17,261.28,252.82,558.93,624.96,644.21,690.40,712.96,645.84,492.76,556.07,534.43,535.28
057,DALLAS COUNTY,057828,WINFREE ACADEMY CHARTER SCHOOLS,"1,318.34","1,355.59","1,382.70","1,640.66","1,462.70","1,407.91","1,225.18","1,124.94","1,238.42","1,110.04","1,013.50","1,003.07",981.89,933.92,966.70,990.54,911.011
057,DALLAS COUNTY,057829,A+ ACADEMY,830.97,878.71,896.75,865.95,896.36,"1,038.28",962.51,890.95,932.23,933.89,910.00,904.33,995.94,"1,245.20","1,300.15","1,222.06",1285.841
057,DALLAS COUNTY,057830,INSPIRED VISION ACADEMY,496.28,480.14,533.81,604.77,811.62,892.33,870.46,885.40,906.94,"1,009.59","1,016.16","1,041.37","1,051.18","1,224.90","1,250.92","1,138.90",1124.281
057,DALLAS COUNTY,057831,GATEWAY CHARTER ACADEMY,406.36,474.80,516.37,572.57,635.41,712.59,724.46,736.67,721.92,707.58,670.20,641.78,510.39,583.61,604.42,612.25,625.417
057,DALLAS COUNTY,057832,ALPHA CHARTER SCHOOL,198.42,200.55,239.85,195.11,199.68,174.75,149.43,130.23,118.68,117.74,140.70,126.37,,,,,
057,DALLAS COUNTY,057833,EDUCATION CENTER INTERNATIONAL ACA,87.93,106.00,84.95,132.39,133.40,188.90,203.78,195.59,134.22,343.58,382.03,363.15,456.33,516.24,554.92,554.91,555.186
057,DALLAS COUNTY,057834,EVOLUTION ACADEMY CHARTER SCHOOL,240.35,245.60,259.33,276.48,292.83,279.12,273.09,357.86,343.13,445.89,555.43,584.96,570.07,517.60,511.68,423.37,511.989
057,DALLAS COUNTY,057835,GOLDEN RULE CHARTER SCHOOL,257.62,288.97,416.79,494.23,502.60,602.73,666.98,770.65,932.20,"1,060.16","1,222.14","1,232.35","1,226.02","1,198.38","1,297.91","1,271.80",1358.708
057,DALLAS COUNTY,057836,ST ANTHONY SCHOOL,185.36,185.87,216.94,219.50,235.29,278.47,277.06,300.88,295.27,300.44,300.07,304.59,301.28,320.07,297.44,283.39,310.707
057,DALLAS COUNTY,057837,KIPP DALLAS-FORT WORTH,85.21,127.68,159.11,185.64,207.95,253.85,284.12,320.04,343.47,505.22,677.59,"1,113.03","1,773.72","2,197.54",,,
057,DALLAS COUNTY,057838,UPLIFT EDUCATION - PEAK PREPARATOR,,110.35,308.99,854.29,739.06,865.76,"1,053.04","1,335.97","1,504.63","1,860.48","2,621.41",,,,,,
057,DALLAS COUNTY,057839,LA ACADEMIA DE ESTRELLAS,,,167.83,255.55,327.60,340.27,461.24,596.85,785.94,887.77,885.13,954.48,914.12,921.21,925.62,890.79,880.763
057,DALLAS COUNTY,057840,RICHLAND COLLEGIATE HIGH SCHOOL,,,156.96,302.88,319.58,355.76,379.73,409.88,436.63,448.01,436.47,514.13,571.52,602.74,584.50,507.89,468.828
057,DALLAS COUNTY,057841,CITYSCAPE SCHOOLS,,,,0.00,69.30,107.49,144.71,164.44,152.81,157.70,293.90,414.76,504.17,632.01,743.59,903.70,1049.224
057,DALLAS COUNTY,057842,UPLIFT EDUCATION - WILLIAMS PREPAR,,,,,425.18,627.20,877.57,"1,228.55","1,501.84","2,229.59","2,641.16",,,,,,
057,DALLAS COUNTY,057843,UPLIFT EDUCATION - HAMPTON PREPARA,,,,,331.49,458.66,661.68,679.03,743.55,891.75,"1,123.97",,,,,,
057,DALLAS COUNTY,057844,MANARA ACADEMY,,,,,,238.10,341.72,391.88,432.99,481.30,649.77,819.72,874.67,839.57,810.71,671.73,598.26
057,DALLAS COUNTY,057845,UME PREPARATORY ACADEMY,,,,,,,,,291.66,356.33,384.32,400.94,598.27,749.14,804.93,"1,140.43",1378.546
057,DALLAS COUNTY,057846,LEGACY PREPARATORY,,,,,,,,,783.91,933.46,"1,158.73","1,114.90","1,271.90","1,308.11","1,328.60","1,452.80",1463.008
057,DALLAS COUNTY,057847,VILLAGE TECH SCHOOLS,,,,,,,,,,587.77,679.32,686.21,764.25,854.62,"1,007.21","1,088.31",1209.566
057,DALLAS COUNTY,057848,INTERNATIONAL LEADERSHIP OF TEXAS,,,,,,,,,,"2,440.87","4,427.40","4,812.11","9,914.78","15,247.94","17,643.94","17,900.48",19932.914
057,DALLAS COUNTY,057849,TRINITY ENVIRONMENTAL ACADEMY,,,,,,,,,,,,128.26,210.89,275.54,,,
057,DALLAS COUNTY,057850,PIONEER TECHNOLOGY & ARTS ACADEMY,,,,,,,,,,,,,96.59,284.14,586.25,"1,175.75",1642.285
057,DALLAS COUNTY,057851,BRIDGEWAY PREPARATORY ACADEMY,,,,,,,,,,,,,,,15.51,52.79,71.482
057,DALLAS COUNTY,057903,CARROLLTON-FARMERS BRANCH ISD,"24,213.02","24,444.80","24,429.48","24,419.63","24,344.84","24,067.66","24,456.71","24,641.54","24,552.44","24,576.22","24,503.40","24,066.98","23,672.63","23,425.80","23,564.44","23,141.23",23073.483
057,DALLAS COUNTY,057904,CEDAR HILL ISD,"7,260.77","7,535.33","7,389.70","7,442.35","7,644.79","7,735.72","7,697.53","7,624.17","7,712.47","7,404.26","7,435.11","7,574.18","7,414.43","7,385.61","7,291.94","6,910.42",6898.05
057,DALLAS COUNTY,057905,DALLAS ISD,"145,956.56","147,384.37","145,748.69","144,833.21","144,347.43","143,704.36","141,899.50","144,913.79","146,173.08","146,969.23","147,633.82","145,694.12","144,697.61","142,447.91","140,389.35","124,971.41",134553.386
057,DALLAS COUNTY,057906,DESOTO ISD,"7,551.49","7,897.60","8,116.87","8,294.67","8,433.20","8,536.57","8,572.04","8,381.30","8,387.26","8,819.64","8,994.50","9,116.30","9,136.55","8,971.10","8,666.88","7,726.56",7455.401
057,DALLAS COUNTY,057907,DUNCANVILLE ISD,"11,117.61","11,432.15","11,509.59","11,591.54","11,821.53","11,986.13","12,058.32","12,320.70","12,445.81","12,241.28","12,162.78","11,981.64","11,864.21","11,859.15","11,627.30","10,933.85",11043.476
057,DALLAS COUNTY,057909,GARLAND ISD,"51,631.94","52,835.77","53,121.70","53,268.00","53,793.47","54,142.87","54,375.42","54,534.61","54,441.59","54,249.27","54,043.84","54,000.98","53,555.41","52,863.94","52,153.34","50,446.41",51169.94
057,DALLAS COUNTY,057910,GRAND PRAIRIE ISD,"21,226.63","22,149.13","22,798.19","23,407.30","23,940.54","24,240.37","24,581.31","24,838.54","24,948.91","25,840.03","26,420.73","27,097.44","26,954.53","26,813.04","26,647.37","25,767.63",25937.717
057,DALLAS COUNTY,057911,HIGHLAND PARK ISD,"5,943.81","6,013.87","6,046.34","6,069.10","6,098.34","6,214.89","6,454.17","6,565.43","6,625.90","6,806.32","6,826.57","6,824.76","6,791.54","6,685.85","6,516.32","6,549.90",6458.861
057,DALLAS COUNTY,057912,IRVING ISD,"29,290.24","29,846.19","29,936.89","30,046.04","30,487.34","30,967.74","31,489.46","32,068.53","32,335.78","32,633.29","32,554.71","32,395.13","32,275.39","31,581.86","31,213.92","30,133.92",30249.473
057,DALLAS COUNTY,057913,LANCASTER ISD,"4,893.78","5,337.76","5,649.54","5,727.72","5,570.85","5,637.28","5,745.81","5,707.97","5,984.99","6,262.44","6,531.57","6,695.13","6,986.57","6,657.65","6,658.42","6,661.61",6685.836
057,DALLAS COUNTY,057914,MESQUITE ISD,"32,876.86","33,558.75","33,989.94","34,572.29","35,041.45","35,393.15","35,907.95","36,396.15","37,028.66","37,742.56","38,140.39","38,741.51","38,786.32","38,362.94","37,816.44","35,827.83",36188.407
057,DALLAS COUNTY,057916,RICHARDSON ISD,"31,771.13","32,323.04","31,570.40","31,795.56","32,103.41","32,463.12","33,667.98","34,744.32","35,463.29","35,761.60","36,048.86","36,182.40","36,587.65","36,522.08","36,357.51","35,628.29",36014.049
057,DALLAS COUNTY,057919,SUNNYVALE ISD,439.80,514.07,525.61,658.51,797.89,973.29,"1,106.05","1,180.46","1,244.91","1,326.46","1,469.50","1,581.03","1,682.79","1,726.77","1,813.33","1,882.47",1986.363
057,DALLAS COUNTY,057920,WILMER-HUTCHINS ISD,"2,615.06","1,810.00",,,,,,,,,,,,,,,
057,DALLAS COUNTY,057922,COPPELL ISD,"9,630.54","9,755.36","9,535.69","9,525.96","9,495.59","9,576.15","9,814.95","10,251.59","10,620.12","10,935.38","11,152.24","11,470.04","11,884.76","12,049.29","12,342.01","12,583.31",12865.396
057,DALLAS COUNTY,057950,REG X EDUCATION SERVICE CENTER,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
058,DAWSON COUNTY,058902,DAWSON ISD,144.53,163.30,157.01,159.07,154.60,147.94,141.45,135.19,141.70,154.29,153.57,162.83,156.16,122.32,100.76,128.76,134.133
058,DAWSON COUNTY,058905,KLONDIKE ISD,185.51,179.60,165.72,165.07,176.64,196.36,218.57,228.01,223.15,235.32,225.92,244.54,234.13,231.96,235.34,239.75,241.393
058,DAWSON COUNTY,058906,LAMESA ISD,"1,916.36","1,909.50","1,861.18","1,830.27","1,787.17","1,758.35","1,722.03","1,724.40","1,790.31","1,825.83","1,851.08","1,821.29","1,777.60","1,725.75","1,684.73","1,569.80",1534.102
058,DAWSON COUNTY,058909,SANDS CISD,204.13,197.62,189.73,198.65,209.30,205.42,217.90,209.19,202.21,195.58,223.84,237.38,216.29,226.82,235.12,242.94,253.546
059,DEAF SMITH COUNTY,059901,HEREFORD ISD,"3,700.44","3,728.56","3,803.94","3,841.45","3,789.94","3,892.67","3,934.78","3,956.15","3,900.51","3,884.45","3,883.53","3,911.88","3,855.99","3,835.62","3,762.50","3,529.63",3501.571
059,DEAF SMITH COUNTY,059902,WALCOTT ISD,157.89,154.23,148.29,142.87,140.77,136.20,119.20,122.62,122.55,132.20,125.89,122.22,122.36,108.12,134.13,124.76,131.392
060,DELTA COUNTY,060902,COOPER ISD,839.62,833.18,823.55,787.31,800.54,776.73,758.83,732.09,731.69,737.64,754.74,749.51,751.50,754.81,747.43,713.44,752.719
060,DELTA COUNTY,060914,FANNINDEL ISD,191.74,168.92,161.82,162.45,174.06,174.73,168.23,172.74,174.50,173.67,159.24,156.33,155.23,157.85,144.23,104.47,143.114
061,DENTON COUNTY,061501,UNIVERSITY OF NORTH TEXAS,359.48,358.97,362.49,372.39,362.49,349.40,362.49,355.71,326.30,353.79,356.85,379.45,360.93,372.32,363.25,363.19,358.801
061,DENTON COUNTY,061801,L O V E-LIFE'S OUTREACH VOCATIONAL,0.00,,0.00,,,,,,,,,,,,,,
061,DENTON COUNTY,061802,NORTH TEXAS COLLEGIATE ACADEMY,264.69,282.39,316.37,614.10,722.66,716.87,612.87,540.13,577.42,616.67,432.08,363.09,327.87,424.86,471.50,538.79,547.858
061,DENTON COUNTY,061803,THE LEGENDS ACADEMY,,,,,0.00,30.69,58.12,64.02,,,,,,,,,
061,DENTON COUNTY,061804,LEADERSHIP PREP SCHOOL,,,,,,,,244.28,343.25,414.36,505.63,579.27,851.07,"1,046.50","1,190.85","1,222.16",1320.694
061,DENTON COUNTY,061805,TRIVIUM ACADEMY,,,,,,,,,,,,,338.02,502.22,577.68,571.10,596.952
061,DENTON COUNTY,061901,DENTON ISD,"15,694.08","17,111.84","18,403.28","19,536.76","20,659.34","21,299.42","22,435.69","23,325.89","24,069.13","24,622.27","25,255.04","25,747.62","26,773.02","27,543.75","28,317.05","28,825.67",29038.485
061,DENTON COUNTY,061902,LEWISVILLE ISD,"43,333.60","45,162.26","46,476.55","46,923.76","47,581.76","48,103.91","48,876.52","49,222.90","49,611.81","49,897.55","50,372.71","50,489.65","50,143.92","49,227.91","48,945.87","48,423.69",46852.696
061,DENTON COUNTY,061903,PILOT POINT ISD,"1,465.90","1,447.27","1,398.03","1,397.38","1,394.94","1,414.01","1,451.47","1,438.43","1,398.52","1,326.51","1,309.77","1,306.12","1,280.70","1,297.06","1,306.12","1,258.05",1251.305
061,DENTON COUNTY,061905,KRUM ISD,"1,223.17","1,288.42","1,345.52","1,409.45","1,465.79","1,518.15","1,607.43","1,698.98","1,791.04","1,907.14","1,969.70","1,957.17","1,991.48","2,001.60","1,928.14","1,938.73",1981.833
061,DENTON COUNTY,061906,PONDER ISD,873.96,941.31,999.27,"1,054.71","1,123.54","1,148.71","1,157.23","1,188.69","1,177.53","1,193.55","1,212.10","1,209.81","1,269.17","1,344.68","1,457.11","1,463.57",1544.475
061,DENTON COUNTY,061907,AUBREY ISD,"1,160.25","1,272.29","1,417.87","1,547.85","1,601.88","1,671.66","1,784.14","1,803.59","1,859.88","1,936.78","2,071.14","2,166.25","2,249.29","2,316.90","2,316.99","2,439.47",2557.985
061,DENTON COUNTY,061908,SANGER ISD,"2,069.61","2,255.15","2,350.00","2,390.69","2,473.39","2,428.89","2,438.51","2,462.15","2,513.08","2,511.92","2,504.54","2,527.19","2,547.56","2,554.44","2,574.12","2,412.18",2412.531
061,DENTON COUNTY,061910,ARGYLE ISD,"1,431.80","1,554.07","1,615.85","1,658.14","1,657.29","1,688.00","1,737.18","1,722.65","1,781.21","1,854.74","1,966.79","2,136.90","2,327.12","2,558.42","2,935.93","3,342.14",3800.838
061,DENTON COUNTY,061911,NORTHWEST ISD,"7,202.21","8,345.97","9,907.63","11,174.01","12,317.62","13,292.89","14,588.58","15,763.49","16,862.03","18,087.47","18,887.86","19,954.30","21,010.11","21,870.23","22,929.67","23,622.22",24592.343
061,DENTON COUNTY,061912,LAKE DALLAS ISD,"3,560.60","3,714.04","3,750.42","3,771.35","3,859.59","3,851.61","3,876.86","3,845.10","3,787.70","3,744.82","3,803.51","3,767.32","3,750.28","3,751.22","3,802.64","3,726.79",3661.214
061,DENTON COUNTY,061914,LITTLE ELM ISD,"3,815.29","4,308.98","4,808.54","5,063.74","5,446.52","5,624.99","5,852.27","5,990.64","6,034.92","6,237.57","6,511.22","6,729.28","6,956.45","7,109.49","7,358.73","7,545.30",7752.638
062,DEWITT COUNTY,062901,CUERO ISD,"1,836.99","1,801.92","1,802.70","1,749.63","1,753.46","1,730.29","1,736.59","1,795.08","1,883.23","1,919.88","1,962.37","1,978.41","1,888.91","1,884.38","1,830.42","1,774.33",1750.103
062,DEWITT COUNTY,062902,NORDHEIM ISD,82.49,71.49,68.73,73.31,83.52,85.90,98.72,121.96,129.22,155.01,150.62,144.14,136.10,145.44,137.61,130.29,1
062,DEWITT COUNTY,062903,YOAKUM ISD,"1,479.08","1,466.15","1,435.72","1,433.57","1,410.33","1,434.88","1,474.34","1,487.83","1,491.06","1,495.56","1,511.25","1,511.61","1,471.83","1,474.66","1,477.03","1,357.44",1337.377
062,DEWITT COUNTY,062904,YORKTOWN ISD,656.92,635.96,629.97,602.26,551.67,533.74,509.54,512.39,477.22,478.19,470.39,483.59,476.22,489.82,502.34,507.05,475.929
062,DEWITT COUNTY,062905,WESTHOFF ISD,50.88,49.25,46.73,43.51,40.08,37.92,39.48,58.05,61.74,61.47,57.52,60.32,61.01,67.87,82.71,71.30,1
062,DEWITT COUNTY,062906,MEYERSVILLE ISD,148.84,144.09,132.78,121.27,142.50,159.71,151.47,147.45,119.76,108.52,97.77,96.02,104.70,109.63,117.81,129.22,151.236
063,DICKENS COUNTY,063903,SPUR ISD,251.72,242.59,257.62,257.39,252.95,271.94,273.33,255.97,257.75,252.46,244.40,253.45,255.83,237.89,224.78,225.26,222.759
063,DICKENS COUNTY,063906,PATTON SPRINGS ISD,127.85,123.77,114.70,106.86,90.41,92.30,83.97,88.08,96.39,96.19,92.66,103.39,95.27,89.75,90.01,91.73,83.595
064,DIMMIT COUNTY,064903,CARRIZO SPRINGS CISD,"2,231.49","2,224.73","2,221.38","2,141.19","2,091.28","2,109.09","2,138.90","2,148.60","2,204.06","2,259.92","2,245.35","2,132.07","2,026.19","2,030.50","2,014.80","1,848.79",1850.082
065,DONLEY COUNTY,065901,CLARENDON ISD,479.76,478.20,470.19,464.17,472.73,482.86,471.90,447.07,429.01,429.12,442.89,445.03,439.23,431.77,415.28,395.54,391.706
065,DONLEY COUNTY,065902,HEDLEY ISD,175.20,179.83,172.90,164.16,146.87,137.68,121.62,113.26,110.34,107.41,106.76,119.85,108.63,99.05,103.98,104.93,112.066
066,DUVAL COUNTY,066005,RAMIREZ CSD,40.71,47.94,46.09,37.42,36.09,32.25,33.23,32.23,26.11,23.09,32.05,29.72,24.32,25.80,22.87,29.61,36.587
066,DUVAL COUNTY,066901,BENAVIDES ISD,428.82,411.10,410.71,392.63,381.11,368.39,356.97,336.83,330.96,334.29,325.41,329.57,333.66,297.39,293.84,251.32,221.769
066,DUVAL COUNTY,066902,SAN DIEGO ISD,"1,377.23","1,333.30","1,262.29","1,228.91","1,209.88","1,200.56","1,208.36","1,159.80","1,191.41","1,190.79","1,231.01","1,244.24","1,244.45","1,298.41","1,293.62","1,233.87",1350.394
066,DUVAL COUNTY,066903,FREER ISD,808.16,798.24,767.51,736.53,743.94,758.33,769.32,774.71,734.08,729.27,699.11,729.28,731.58,702.30,710.32,680.54,692.092
067,EASTLAND COUNTY,067902,CISCO ISD,792.72,793.09,823.99,802.78,795.53,792.31,773.87,798.31,822.76,833.14,815.69,832.54,838.86,799.41,814.55,766.70,775.932
067,EASTLAND COUNTY,067903,EASTLAND ISD,"1,101.50","1,079.57","1,083.65","1,085.22","1,121.27","1,084.82","1,058.89","1,078.01","1,053.05","1,020.24","1,027.20","1,025.06","1,037.81","1,081.09","1,040.04",991.03,982.168
067,EASTLAND COUNTY,067904,GORMAN ISD,371.75,359.89,335.04,346.52,347.95,336.64,320.48,292.98,305.17,281.91,295.67,296.58,312.44,276.98,276.56,271.02,257.474
067,EASTLAND COUNTY,067907,RANGER ISD,444.58,424.74,441.24,421.83,404.62,425.37,437.11,428.97,417.09,432.95,415.95,379.31,338.27,310.40,324.40,311.20,303.915
067,EASTLAND COUNTY,067908,RISING STAR ISD,242.87,235.12,222.81,213.81,209.89,206.82,199.89,183.26,181.11,170.00,154.38,147.41,135.37,147.88,153.48,147.98,162.979
068,ECTOR COUNTY,068801,RICHARD MILBURN ACADEMY (ECTOR COU,142.06,130.57,153.43,141.66,401.75,424.15,449.05,577.14,541.83,652.31,,,,,,,
068,ECTOR COUNTY,068802,COMPASS ACADEMY CHARTER SCHOOL,,,,,,,,232.35,348.99,450.32,546.67,647.47,754.19,972.00,"1,062.64","1,180.03",1278.398
068,ECTOR COUNTY,068803,UTPB STEM ACADEMY,,,,,,,,,,,273.98,284.68,545.19,612.56,686.38,721.60,782.924
068,ECTOR COUNTY,068901,ECTOR COUNTY ISD,"24,007.37","23,932.75","24,147.22","24,264.07","24,878.12","24,969.04","25,546.44","25,927.31","26,870.23","28,092.26","29,008.87","29,034.86","28,757.87","29,127.05","29,826.61","29,753.59",28559.624
069,EDWARDS COUNTY,069901,ROCKSPRINGS ISD,341.03,330.15,325.83,325.16,316.01,294.39,276.35,262.97,247.56,253.88,236.79,245.94,269.82,283.15,272.60,269.57,246.439
069,EDWARDS COUNTY,069902,NUECES CANYON CISD,314.29,304.26,299.63,286.44,270.90,270.84,265.99,265.01,255.08,267.67,277.53,273.25,254.26,248.81,254.45,243.57,243.366
070,ELLIS COUNTY,070801,WAXAHACHIE FAITH FAMILY ACADEMY,326.31,238.06,242.56,224.68,234.28,245.57,202.25,327.80,350.77,348.17,414.18,"2,297.44","2,251.66","2,294.64","2,360.51","2,254.24",2415.426
070,ELLIS COUNTY,070901,AVALON ISD,207.49,210.98,224.05,245.78,275.95,281.11,282.35,266.28,285.93,304.90,328.54,335.84,354.82,352.27,448.02,321.49,304.672
070,ELLIS COUNTY,070903,ENNIS ISD,"5,123.72","5,223.92","5,211.06","5,237.29","5,388.46","5,400.24","5,417.76","5,393.90","5,339.72","5,342.70","5,352.62","5,362.74","5,382.89","5,373.79","5,331.47","5,273.82",5231.124
070,ELLIS COUNTY,070905,FERRIS ISD,"2,018.86","2,034.40","2,112.94","2,161.55","2,232.40","2,247.12","2,253.80","2,237.76","2,232.11","2,263.29","2,284.17","2,319.52","2,368.37","2,445.48","2,448.27","2,382.63",2337.013
070,ELLIS COUNTY,070907,ITALY ISD,620.97,621.68,597.75,579.93,584.30,591.63,565.15,529.73,500.50,484.83,516.68,521.50,521.65,568.65,560.04,581.78,580.324
070,ELLIS COUNTY,070908,MIDLOTHIAN ISD,"5,454.34","5,851.82","6,214.62","6,510.64","6,810.69","6,982.84","7,192.98","7,201.38","7,222.26","7,431.72","7,557.35","7,779.21","8,098.36","8,463.70","8,966.10","9,296.30",9594.991
070,ELLIS COUNTY,070909,MILFORD ISD,203.97,200.59,192.87,210.91,216.64,233.08,233.46,203.96,216.11,220.50,225.21,237.97,243.94,247.68,243.65,224.35,222.237
070,ELLIS COUNTY,070910,PALMER ISD,"1,049.00","1,049.77","1,043.90","1,058.11","1,053.50","1,046.50","1,041.69","1,023.31","1,032.37","1,080.80","1,074.59","1,095.70","1,122.44","1,155.40","1,147.63","1,166.59",1162.545
070,ELLIS COUNTY,070911,RED OAK ISD,"4,581.21","4,798.31","4,857.08","4,870.40","5,038.09","5,099.71","5,234.01","5,273.11","5,346.70","5,344.53","5,352.44","5,549.14","5,478.92","5,506.47","5,597.37","5,706.52",5738.013
070,ELLIS COUNTY,070912,WAXAHACHIE ISD,"5,625.91","5,871.76","5,919.11","6,102.28","6,242.36","6,542.33","6,951.79","7,092.73","7,186.50","7,350.54","7,534.44","7,719.84","7,977.24","8,045.14","8,428.55","8,801.38",9210.186
070,ELLIS COUNTY,070915,MAYPEARL ISD,917.37,919.85,964.20,958.80,"1,037.95","1,035.06","1,005.70",986.45,959.92,985.40,"1,000.80","1,020.18","1,062.01","1,105.79","1,092.03","1,042.92",1082.25
071,EL PASO COUNTY,071801,BURNHAM WOOD CHARTER SCHOOL DISTRI,199.45,255.28,407.43,531.74,635.16,746.69,836.90,836.46,818.84,872.74,938.32,982.97,916.44,803.31,828.41,960.90,1130.274
071,EL PASO COUNTY,071803,TRIUMPH PUBLIC HIGH SCHOOLS-EL PAS,192.44,186.83,325.41,253.43,208.87,310.94,313.22,246.83,244.45,276.79,265.30,210.17,207.40,191.02,197.30,173.91,164.211
071,EL PASO COUNTY,071804,EL PASO ACADEMY,433.76,389.38,408.66,412.85,403.89,384.59,369.17,344.95,380.35,350.46,379.15,299.32,321.85,336.09,286.02,263.42,247.139
071,EL PASO COUNTY,071805,EL PASO SCHOOL OF EXCELLENCE,433.11,357.96,391.78,354.86,320.23,163.96,0.00,,,,,,,,,,
071,EL PASO COUNTY,071806,HARMONY PUBLIC SCHOOLS - WEST TEXA,,,309.25,439.81,560.48,995.22,"1,138.73","1,649.00","2,147.76","1,652.86","2,506.53","2,571.37","3,096.57","3,250.52","3,354.84","3,313.77",3905.091
071,EL PASO COUNTY,071807,LA FE PREPARATORY SCHOOL,,,,68.30,98.30,123.94,164.55,186.50,234.39,245.40,225.46,231.58,232.56,230.17,205.82,177.48,173.609
071,EL PASO COUNTY,071808,SOMERSET CHARTER SCHOOL,,,,,,,,0.00,,,,,,,,,
071,EL PASO COUNTY,071809,VISTA DEL FUTURO CHARTER SCHOOL,,,,,0.00,0.00,109.08,128.78,172.59,242.75,321.38,346.86,341.70,320.64,318.13,270.38,235.161
071,EL PASO COUNTY,071810,EL PASO LEADERSHIP ACADEMY,,,,,,,,,,,71.11,175.82,231.22,180.94,197.16,195.92,195.647
071,EL PASO COUNTY,071901,CLINT ISD,"8,455.72","8,758.29","9,294.89","9,725.28","10,076.02","10,382.65","10,806.95","10,933.94","10,846.87","10,944.87","10,889.18","10,797.27","10,709.33","10,623.86","10,536.06","9,908.32",10264.502
071,EL PASO COUNTY,071902,EL PASO ISD,"58,427.64","58,769.13","57,779.50","57,147.65","57,490.88","58,198.90","59,343.38","59,168.10","58,129.21","56,894.29","56,188.20","55,438.61","54,324.83","53,151.58","51,960.26","47,158.57",46389.268
071,EL PASO COUNTY,071903,FABENS ISD,"2,550.53","2,469.17","2,406.75","2,388.28","2,331.27","2,364.24","2,342.18","2,302.90","2,263.59","2,225.39","2,226.32","2,248.52","2,172.66","2,125.26","2,089.01","1,811.33",1931.782
071,EL PASO COUNTY,071904,SAN ELIZARIO ISD,"3,548.23","3,523.79","3,499.78","3,508.06","3,596.22","3,664.49","3,769.40","3,786.68","3,770.75","3,788.76","3,671.11","3,621.46","3,540.31","3,421.37","3,295.05","2,858.84",2918.462
071,EL PASO COUNTY,071905,YSLETA ISD,"42,892.64","42,808.90","42,038.83","41,598.91","41,145.42","41,117.08","41,347.55","41,001.92","40,208.00","39,862.08","39,510.94","39,223.36","38,467.18","38,003.20","37,745.44","35,413.63",36054.818
071,EL PASO COUNTY,071906,ANTHONY ISD,692.02,724.86,714.56,706.08,713.05,766.16,772.77,769.26,773.83,754.70,786.50,773.51,813.23,781.83,764.69,737.49,713.353
071,EL PASO COUNTY,071907,CANUTILLO ISD,"4,570.79","4,821.46","5,071.12","5,210.84","5,275.39","5,403.24","5,518.15","5,575.23","5,615.35","5,586.22","5,454.02","5,555.39","5,577.00","5,784.06","5,776.43","5,619.44",5724.577
071,EL PASO COUNTY,071908,TORNILLO ISD,"1,107.08","1,148.78","1,137.09","1,173.01","1,179.55","1,234.25","1,247.43","1,250.44","1,254.72","1,255.91","1,189.11","1,115.02","1,060.32","1,012.28",954.27,871.62,865.783
071,EL PASO COUNTY,071909,SOCORRO ISD,"32,138.07","34,334.33","35,698.15","36,264.54","37,150.62","38,337.37","39,603.86","40,801.23","41,338.85","41,683.47","41,859.78","42,485.34","42,887.59","43,227.44","43,248.46","42,285.31",43921.289
071,EL PASO COUNTY,071950,REG XIX EDUCATION SERVICE CENTER,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
072,ERATH COUNTY,072801,PREMIER HIGH SCHOOLS,59.31,62.74,70.26,154.79,205.21,167.49,161.45,"3,212.95","3,139.57","2,847.24","3,022.09","4,920.17","6,395.64","5,810.04","4,327.60","4,510.98",5565.554
072,ERATH COUNTY,072802,ERATH EXCELS ACADEMY INC,,,81.71,79.15,140.08,126.83,149.35,144.30,147.85,171.36,158.82,138.65,123.44,100.07,109.01,92.48,108.43
072,ERATH COUNTY,072901,THREE WAY ISD,52.80,59.09,56.82,53.71,45.14,48.73,60.09,54.86,46.77,57.62,72.30,85.39,102.47,123.51,144.47,163.45,200.63
072,ERATH COUNTY,072902,DUBLIN ISD,"1,236.40","1,243.81","1,202.30","1,218.81","1,213.42","1,186.33","1,152.78","1,175.38","1,107.57","1,098.30","1,089.46","1,097.51","1,086.26","1,104.85","1,084.19",980.94,996.317
